kitsu_id,slug,title_canonical,title_en,title_ja,synopsis_clean,doc_text,tags_all_json
35483,tensei-shitara-slime-datta-ken,Tensei shitara Slime Datta Ken,That Time I Got Reincarnated as a Slime,転生したらスライムだった件,"After being killed by a passing robber, a normal 37-year-old guy finds himself reincarnated in another world as a blind slime with unique abilities. He takes up a new name and calls himself ""Rimuru Tempest,"" which he thought of after meeting his new friend, ""catastrophe-level"" Storm Dragon Verudora. There, he begins his new slime-like life in another world with his increasing number of minions by his side.","Titres: Tensei shitara Slime Datta Ken | That Time I Got Reincarnated as a Slime | 転生したらスライムだった件
Synopsis: After being killed by a passing robber, a normal 37-year-old guy finds himself reincarnated in another world as a blind slime with unique abilities. He takes up a new name and calls himself ""Rimuru Tempest,"" which he thought of after meeting his new friend, ""catastrophe-level"" Storm Dragon Verudora. There, he begins his new slime-like life in another world with his increasing number of minions by his side.
Tags: Action, Adventure, Comedy, Fantasy, Gender Bender, Isekai, Shounen, Slice of Life
Auteurs: Taiki Kawakami (Dessin); Fuse (Scénario)","[""Action"", ""Adventure"", ""Comedy"", ""Fantasy"", ""Gender Bender"", ""Isekai"", ""Shounen"", ""Slice of Life""]"
35736,akatsuki-no-yona-novel,Akatsuki no Yona,Yona of the Dawn,暁のヨナ,"The novel is divided into three segments: Jae-Ha's Counseling Room – Part 1, Under the Same Moon – Parts 1-5, and Jae-Ha's Counseling Room – Part 2. When listening to a nostalgic voice in the crowd of people, Soo-Won looked back without thinking. However, it was not the girl of his memory...","Titres: Akatsuki no Yona | Yona of the Dawn | 暁のヨナ
Synopsis: The novel is divided into three segments: Jae-Ha's Counseling Room – Part 1, Under the Same Moon – Parts 1-5, and Jae-Ha's Counseling Room – Part 2. When listening to a nostalgic voice in the crowd of people, Soo-Won looked back without thinking. However, it was not the girl of his memory...
Tags: Adventure, Fantasy, Friendship, Historical, Romance
Auteurs: Mizuho Kusanagi (Dessin); Touko Fujitani (Scénario)","[""Adventure"", ""Fantasy"", ""Friendship"", ""Historical"", ""Romance""]"
35883,one-punch-man-one,One-Punch Man ONE,One-Punch Man ONE,ワンパンマン,"Follows the life of a hero who manages to win all battles with only one punch. This ability seems to frustrate him as he no longer feels the thrill and adrenaline of fighting a tough battle, which leads to him questioning his past desire of being strong.","Titres: One-Punch Man ONE | ワンパンマン
Synopsis: Follows the life of a hero who manages to win all battles with only one punch. This ability seems to frustrate him as he no longer feels the thrill and adrenaline of fighting a tough battle, which leads to him questioning his past desire of being strong.
Tags: Action, Comedy, Fantasy, Parody, Science Fiction, Superhero, Supernatural","[""Action"", ""Comedy"", ""Fantasy"", ""Parody"", ""Science Fiction"", ""Superhero"", ""Supernatural""]"
35886,their-story,Tamen De Gushi,Their Story,,The funny romantic story of how Qiu Tong and Sun Jing met and fell in love.,"Titres: Tamen De Gushi | Their Story
Synopsis: The funny romantic story of how Qiu Tong and Sun Jing met and fell in love.
Tags: Comedy, Romance, Shoujo Ai, Slice of Life","[""Comedy"", ""Romance"", ""Shoujo Ai"", ""Slice of Life""]"
35896,kaguya-sama-wa-kokurasetai-tensai-tachi-no-renai-zunousen,Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,Kaguya-sama: Love is War,かぐや様は告らせたい～天才たちの恋愛頭脳戦～,"As leaders of their prestigious academy’s student council, Kaguya and Miyuki are the elite of the elite! But it’s lonely at the top… Luckily for them, they’ve fallen in love! There’s just one problem—they both have too much pride to admit it. And so begins the daily scheming to get the object of their affection to confess their romantic feelings first… Love is a war you win by losing. Notes: - The first 10 chapters were published in Monthly Miracle Jump. It switched to Weekly Young Jump starting with Ch. 11, with the chapter count being reset. This entry still includes the first 10 chapters from Miracle Jump. - Winner of the 65th Shogakukan Manga Award for ""Best General Manga"" category in 2019.","Titres: Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen | Kaguya-sama: Love is War | かぐや様は告らせたい～天才たちの恋愛頭脳戦～
Synopsis: As leaders of their prestigious academy’s student council, Kaguya and Miyuki are the elite of the elite! But it’s lonely at the top… Luckily for them, they’ve fallen in love! There’s just one problem—they both have too much pride to admit it. And so begins the daily scheming to get the object of their affection to confess their romantic feelings first… Love is a war you win by losing. Notes: - The first 10 chapters were published in Monthly Miracle Jump. It switched to Weekly Young Jump starting with Ch. 11, with the chapter count being reset. This entry still includes the first 10 chapters from Miracle Jump. - Winner of the 65th Shogakukan Manga Award for ""Best General Manga"" category in 2019.
Tags: Comedy, Psychological, Romance, School, School Life
Auteurs: Aka Akasaka (Scénario & Dessin)","[""Comedy"", ""Psychological"", ""Romance"", ""School"", ""School Life""]"
35985,dragon-ball-super,Dragon Ball Super,Dragon Ball Super,ドラゴンボール超〈スーパー〉,"Having defeated Boo, Goku is starting to get bored with his life on Earth. His wife, Chi-chi, wants him to get a job, but all he wants to do is train and fight stronger enemies. Elsewhere in the universe, the God of Destruction, Beerus, and his attendant Whis are traveling from planet to planet in search of food and entertainment. After blowing up some hapless victims, Beerus is reminded of a man from his dreams with the moniker “Super Saiyan God,” or something like that... The God of Destruction sets his sights on Earth to track down this mysterious man! Maybe this will give Goku something to do?","Titres: Dragon Ball Super | ドラゴンボール超〈スーパー〉
Synopsis: Having defeated Boo, Goku is starting to get bored with his life on Earth. His wife, Chi-chi, wants him to get a job, but all he wants to do is train and fight stronger enemies. Elsewhere in the universe, the God of Destruction, Beerus, and his attendant Whis are traveling from planet to planet in search of food and entertainment. After blowing up some hapless victims, Beerus is reminded of a man from his dreams with the moniker “Super Saiyan God,” or something like that... The God of Destruction sets his sights on Earth to track down this mysterious man! Maybe this will give Goku something to do?
Tags: Action, Comedy, Martial Arts, Shounen, Super Power
Auteurs: Akira Toriyama (Scénario); Toyotarou (Dessin)","[""Action"", ""Comedy"", ""Martial Arts"", ""Shounen"", ""Super Power""]"
36095,wotaku-ni-koi-wa-muzukashii,Wotaku ni Koi wa Muzukashii,Wotakoi: Love Is Hard for Otaku,ヲタクに恋は難しい,"Narumi Momose has had it rough: every boyfriend she’s had dumped her once they found out she was an otaku, so she’s gone to great lengths to hide it. When a chance meeting at her new job with childhood friend, fellow otaku, and now coworker Hirotaka Nifuji almost gets her secret outed at work, she comes up with a plan to make sure he never speaks up. But he comes up with a counter-proposal: why doesn’t she just date him instead? In love, there are no save points.","Titres: Wotaku ni Koi wa Muzukashii | Wotakoi: Love Is Hard for Otaku | ヲタクに恋は難しい
Synopsis: Narumi Momose has had it rough: every boyfriend she’s had dumped her once they found out she was an otaku, so she’s gone to great lengths to hide it. When a chance meeting at her new job with childhood friend, fellow otaku, and now coworker Hirotaka Nifuji almost gets her secret outed at work, she comes up with a plan to make sure he never speaks up. But he comes up with a counter-proposal: why doesn’t she just date him instead? In love, there are no save points.
Tags: Comedy, Office Lady, Romance, Slice of Life, Working Life
Auteurs: Fujita (Scénario & Dessin)","[""Comedy"", ""Office Lady"", ""Romance"", ""Slice of Life"", ""Working Life""]"
36446,19-tian,19 Days,19 Days,19日,The cute and funny bromance of a boy and his best friend.,"Titres: 19 Days | 19日
Synopsis: The cute and funny bromance of a boy and his best friend.
Tags: Comedy, Drama, School, School Life, Slice of Life","[""Comedy"", ""Drama"", ""School"", ""School Life"", ""Slice of Life""]"
36487,tate-no-yuusha-no-nariagari-novel,Tate no Yuusha no Nariagari,The Rising of the Shield Hero,盾の勇者の成り上がり,"Naofumi Iwatani, an uncharismatic otaku who spends his days on games and manga, suddenly finds himself summoned to a parallel universe! He discovers he is one of four heroes equipped with legendary weapons and tasked with saving the world from its prophesied destruction. As the Shield Hero, the weakest of the heroes, all is not as it seems. Naofumi is soon alone, penniless, and betrayed. With no one to turn to, and nowhere to run, he is left with only his shield. Now, Naofumi must rise to become the legendary Shield Hero and save the world!","Titres: Tate no Yuusha no Nariagari | The Rising of the Shield Hero | 盾の勇者の成り上がり
Synopsis: Naofumi Iwatani, an uncharismatic otaku who spends his days on games and manga, suddenly finds himself summoned to a parallel universe! He discovers he is one of four heroes equipped with legendary weapons and tasked with saving the world from its prophesied destruction. As the Shield Hero, the weakest of the heroes, all is not as it seems. Naofumi is soon alone, penniless, and betrayed. With no one to turn to, and nowhere to run, he is left with only his shield. Now, Naofumi must rise to become the legendary Shield Hero and save the world!
Tags: Action, Adventure, Fantasy, Isekai
Auteurs: Yusagi Aneko (Scénario); Seira Minami (Dessin)","[""Action"", ""Adventure"", ""Fantasy"", ""Isekai""]"
36702,naruto-shinden-series,Naruto Shinden Series,Naruto: Itachi's Story,NARUTO -ナルト- 真伝シリーズ,The story will focus on the brothers who have eyes that see through to the truth and who live on the threshold of hope and despair. Itachi's past and Sasuke's future will be made clear.,"Titres: Naruto Shinden Series | Naruto: Itachi's Story | NARUTO -ナルト- 真伝シリーズ
Synopsis: The story will focus on the brothers who have eyes that see through to the truth and who live on the threshold of hope and despair. Itachi's past and Sasuke's future will be made clear.
Tags: Action, Adventure, Martial Arts, Super Power
Auteurs: Masashi Kishimoto (Dessin); Takashi Yano (Scénario); Shin Towada (Scénario)","[""Action"", ""Adventure"", ""Martial Arts"", ""Super Power""]"
